Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,12/31/2025,The North Face 346 Las Vegas NV              12/31,-149.56,DEBIT_CARD,10555.49,
DEBIT,11/21/2025,SQ *DESERT SKIN STUDIO Henderson NV          11/20,-150,DEBIT_CARD,14266.59,
DEBIT,03/28/2025,Zelle payment to NAZIRA JPM99b2seotv,-150,CHASE_TO_PARTNERFI,47888.12,
DEBIT,09/25/2025,T-MOBILE         PCS SVC    5912992         WEB ID: 0000450304,-150.98,ACH_DEBIT,21663.08,
DEBIT,08/25/2025,T-MOBILE         PCS SVC    4009104         WEB ID: 0000450304,-150.98,ACH_DEBIT,19751.41,
DEBIT,07/25/2025,T-MOBILE         PCS SVC    2204764         WEB ID: 0000450304,-150.98,ACH_DEBIT,19785.61,
DEBIT,06/25/2025,T-MOBILE         PCS SVC    0491064         WEB ID: 0000450304,-150.98,ACH_DEBIT,16587.16,
DEBIT,01/27/2025,T-MOBILE         PCS SVC    4315610         WEB ID: 0000450304,-151.55,ACH_DEBIT,44704.35,
DEBIT,12/30/2024,WM SUPERCENTER #2483 LAS VEGAS NV    030248  12/28,-156.45,DEBIT_CARD,43595.06,
DEBIT,12/26/2025,T-MOBILE         PCS SVC    8966380         WEB ID: 0000450304,-157.03,ACH_DEBIT,10849.93,
DEBIT,11/25/2025,T-MOBILE         PCS SVC    8035786         WEB ID: 0000450304,-157.03,ACH_DEBIT,13437.4,
DEBIT,05/23/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-157.25,ACH_DEBIT,13751.2,
DEBIT,02/25/2026,T-MOBILE         PCS SVC    9216005         WEB ID: 0000450304,-160.63,ACH_DEBIT,22457.86,
DEBIT,05/12/2025,RESTAURANT DEPOT LAS VEGAS NV                05/10,-160.77,DEBIT_CARD,41757.67,
DEBIT,03/31/2026,DK MARKET RENTON WA                          03/30,-160.78,DEBIT_CARD,10334.34,
DEBIT,10/27/2025,T-MOBILE         PCS SVC    7243493         WEB ID: 0000450304,-161.71,ACH_DEBIT,26171.97,
DEBIT,01/28/2026,CELLULAR DEPOT USA LAS VEGAS NV              01/26,-162.6,DEBIT_CARD,12973.54,
DEBIT,03/31/2025,SPIRIT AIRL 4870429835 800-7727117 FL        03/28,-165.98,DEBIT_CARD,47699.19,
DEBIT,01/26/2026,T-MOBILE         PCS SVC    9039037         WEB ID: 0000450304,-166.1,ACH_DEBIT,13160.27,
DEBIT,03/02/2026,WAL-MART #2516 RENTON WA                     03/01,-166.8,DEBIT_CARD,14598.66,
DEBIT,06/04/2025,AMAZON MKTPL*N65K37P Amzn.com/bill WA        06/03,-167.87,DEBIT_CARD,12639.39,
DEBIT,12/26/2024,T-MOBILE         PCS SVC    3168777         WEB ID: 0000450304,-169.34,ACH_DEBIT,43798.1,
DEBIT,07/23/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-173.86,ACH_DEBIT,19965.62,
DEBIT,05/27/2025,T-MOBILE         PCS SVC    9176959         WEB ID: 0000450304,-175.44,ACH_DEBIT,13361.77,
DEBIT,07/14/2025,O'REILLY 6036 LAS VEGAS NV           781182  07/13,-175.56,DEBIT_CARD,17792.76,
DEBIT,03/13/2026,RESTAURANT DEPOT SEATTLE WA                  03/12,-177.72,DEBIT_CARD,13516.56,
DEBIT,09/08/2025,CASH APP*BARISO HUSSEIN Oakland CA           09/06,-180,DEBIT_CARD,22114.35,
DEBIT,12/24/2024,WAL-MART #4356 LAS VEGAS NV          524282  12/24,-181.86,DEBIT_CARD,44171.11,
DEBIT,04/14/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-182.23,ACH_DEBIT,48786.32,
DEBIT,06/09/2026,PROG DIRECT INS  INS PREM                   PPD ID: 9409348062,-182.59,ACH_DEBIT,18068.15,
DEBIT,05/26/2026,T-MOBILE         PCS SVC    0264519         WEB ID: 0000450304,-182.79,ACH_DEBIT,16479.06,
DEBIT,10/20/2025,HERFF JONES 8888131347 IN                    10/18,-184.88,DEBIT_CARD,25634.01,
DEBIT,01/13/2026,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-188.55,ACH_DEBIT,13612.02,
DEBIT,03/02/2026,TARGET T-2786 SEATTLE WA             060830  03/01,-195.15,DEBIT_CARD,14356.35,
DEBIT,04/16/2025,SPIRIT AIRL 4870431456 800-7727117 FL        04/14,-197.98,DEBIT_CARD,48308.67,
DEBIT,05/26/2026,Zelle payment to NAZIRA JPM99ci4kzdl,-200,CHASE_TO_PARTNERFI,16707.58,
DEBIT,05/01/2026,Zelle payment to NAZIRA JPM99cf2zixs,-200,CHASE_TO_PARTNERFI,15022.7,
DEBIT,03/30/2026,Online Transfer to CHK ...5174 transaction#: 28616547641 03/30,-200,ACCT_XFER,11369.59,
DEBIT,03/05/2026,CASH APP*FLOWERS HUSSEI Oakland CA           03/04,-200,DEBIT_CARD,11376.9,
DEBIT,02/03/2026,Zelle payment to Jeremy JPM99c4bghvy,-200,CHASE_TO_PARTNERFI,16582.34,
DEBIT,12/26/2025,WL *VUE*NCSBN Exam 953-6813000 MN            12/25,-200,DEBIT_CARD,11006.96,
DEBIT,08/25/2025,GoFundMe Sadaqa Jariy GOFUNDME.COM CA        08/25,-200,DEBIT_CARD,20454.77,
DEBIT,11/25/2024,Zelle payment to Zack (handy Personal) JPM99arq55p5,-200,CHASE_TO_PARTNERFI,37861.48,
DEBIT,02/13/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-210.56,ACH_DEBIT,48209.15,
DEBIT,03/23/2026,TST* PORTAGE BAY CAFE - SEATTLE WA           03/20,-213.99,DEBIT_CARD,10944.01,
DEBIT,04/30/2025,QUICK COLLECT MP VANCOUVER WA        700057  04/29,-220.94,DEBIT_CARD,50654.71,
DEBIT,04/25/2025,T-MOBILE         PCS SVC    7756989         WEB ID: 0000450304,-233.28,ACH_DEBIT,51125.77,
DEBIT,03/25/2026,T-MOBILE         PCS SVC    9130558         WEB ID: 0000450304,-247.31,ACH_DEBIT,9670.46,
DEBIT,12/15/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-252.43,ACH_DEBIT,9204.72,
DEBIT,06/23/2025,Zelle payment to NAZIRA JPM99bd5o98t,-260,CHASE_TO_PARTNERFI,16874.45,
DEBIT,04/16/2025,SPIRIT AIRL 4870431381 800-7727117 FL        04/14,-265.96,DEBIT_CARD,48506.65,
DEBIT,04/27/2026,T-MOBILE         PCS SVC    9813636         WEB ID: 0000450304,-272.24,ACH_DEBIT,11005.09,
DEBIT,02/17/2026,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-272.6,ACH_DEBIT,14841.41,
DEBIT,01/23/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-273.14,ACH_DEBIT,43896.1,
DEBIT,12/01/2025,WAL-MART #4356 LAS VEGAS NV                  11/28,-277.63,DEBIT_CARD,16162.75,
DEBIT,12/13/2024,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-290.82,ACH_DEBIT,44076.78,
DEBIT,04/13/2026,CARPET LIQUIDATO SEATTLE WA          251701  04/11,-297.16,DEBIT_CARD,11822.05,
DEBIT,11/12/2024,APPLE CASH SENT MONE 1INFINITELOOP CA        11/09,-300,DEBIT_CARD,37427.97,
DEBIT,03/13/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-338.66,ACH_DEBIT,45951.66,
DEBIT,12/23/2024,EXPRESS TIRES AND AUTO SEATTLE WA    158268  12/21,-338.79,DEBIT_CARD,45564.2,
DEBIT,04/04/2025,AMAZON MKTPL*0U7E002 Amzn.com/bill WA        04/03,-341.16,DEBIT_CARD,46494.57,
DEBIT,05/13/2026,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-353.2,ACH_DEBIT,13620.13,
DEBIT,11/25/2024,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-384.45,ACH_DEBIT,36869.52,
DEBIT,10/09/2025,ANAVA HEALTH MSHA.KE/TRYAN FL                10/09,-399,DEBIT_CARD,24086.53,
DEBIT,11/26/2025,Zelle payment to NAZIRA JPM99bw12au2,-400,CHASE_TO_PARTNERFI,13037.4,
DEBIT,11/29/2024,ATM WITHDRAWAL                       005576  11/287100 MART,-400,ATM,37290.32,
DEBIT,11/24/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-407.85,ACH_DEBIT,13672.46,
DEBIT,09/23/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-411.48,ACH_DEBIT,21900.86,
DEBIT,05/04/2026,BILT PAYMENT     BILTRENT   14d388996dbf46c WEB ID: 9999918544,-417.98,MISC_DEBIT,10958.75,
DEBIT,12/02/2025,Zelle payment to Russian Car JPM99bwvbjjs,-425,CHASE_TO_PARTNERFI,12351.3,
DEBIT,10/27/2025,Zelle payment to NAZIRA JPM99bsgyg6f,-500,CHASE_TO_PARTNERFI,25671.97,
DEBIT,10/20/2025,APPLE CASH SENT MONE 1INFINITELOOP CA        10/18,-500,DEBIT_CARD,25127.15,
DEBIT,09/19/2025,DMV-44 775-684-4513 NV                       09/18,-500,DEBIT_CARD,22821.41,
DEBIT,08/20/2025,Zelle payment to Kumi JPM99bk5a4qi,-500,CHASE_TO_PARTNERFI,21024.72,
DEBIT,02/10/2026,YSI*Jackson Apartments 206-3221139 WA        02/10,-503.95,DEBIT_CARD,15231.65,
DEBIT,11/13/2024,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-507.75,ACH_DEBIT,36754.54,
DEBIT,08/25/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-509.07,ACH_DEBIT,19902.39,
DEBIT,10/14/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-535.26,ACH_DEBIT,25686.75,
DEBIT,04/03/2026,BILT PAYMENT     BILTRENT   9a164a7d9f334c9 WEB ID: 9999918544,-553.88,MISC_DEBIT,9699.62,
DEBIT,08/19/2025,J and M HOA and  RESIDENT    439043471      WEB ID: 2273639005,-555.89,ACH_DEBIT,21622.58,
DEBIT,02/04/2025,Shade            WEB PMTS   ZGH1X2          WEB ID: 9084434801,-560,ACH_DEBIT,48151.67,
DEBIT,11/25/2024,Zelle payment to NAZIRA JPM99arqa9nb,-584,CHASE_TO_PARTNERFI,37277.48,
DEBIT,03/23/2026,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-614.12,ACH_DEBIT,10036.66,
DEBIT,02/13/2026,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-627.67,ACH_DEBIT,17286.85,
DEBIT,09/15/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-668.02,ACH_DEBIT,23485.36,
DEBIT,02/05/2026,Zelle payment to Vlad JPM99c4kjvp7,-700,CHASE_TO_PARTNERFI,15880.34,
DEBIT,03/31/2026,SEATTLE NORTH CE 206-934-4174 WA             03/31,-739,DEBIT_CARD,10590.13,
DEBIT,03/25/2026,Zelle payment to Harkanwal JPM99cajh21v,-800,CHASE_TO_PARTNERFI,8870.46,
DEBIT,04/23/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-832.94,ACH_DEBIT,48662.9,
DEBIT,12/20/2024,Zelle payment to NAZIRA JPM99atatw7n,-886,CHASE_TO_PARTNERFI,45902.99,
DEBIT,01/13/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-930.81,ACH_DEBIT,38861.16,
DEBIT,03/03/2026,ONLINE DOMESTIC WIRE TRANSFER VIA: WELLS FARGO NA/121000248 A/C: COLLECTION CLEARING ACCOUNT SAN FRANCISCO CA 94104 US REF: ATTN: PAYOFF DEPARTMENT/BNF/CONTRACT 1100346061/TIME/21:28 IMAD: 0303MMQFMP2L030833 TRN: 3781426062ES 03/03,-1011.13,WIRE_OUTGOING,11431.33,
DEBIT,10/23/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-1046.79,ACH_DEBIT,23879.61,
DEBIT,12/23/2024,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-1117.47,ACH_DEBIT,44390.43,
DEBIT,02/03/2026,Shade            WEB PMTS   8QPZ33          WEB ID: 9084434801,-1197,ACH_DEBIT,16782.34,
DEBIT,03/13/2026,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-1317.97,ACH_DEBIT,12148.91,
DEBIT,06/03/2026,BILT PAYMENT     BILTRENT   37b64414f0024fb WEB ID: 9999918544,-1527.45,MISC_DEBIT,19151.61,
DEBIT,02/02/2026,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-1563.35,ACH_DEBIT,18131.52,
DEBIT,01/02/2026,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-1563.35,ACH_DEBIT,13906.51,
DEBIT,12/01/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-1563.35,ACH_DEBIT,14599.4,
DEBIT,11/03/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-1563.35,ACH_DEBIT,26270.86,
DEBIT,10/01/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-1563.35,ACH_DEBIT,24386.99,
DEBIT,09/02/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-1563.35,ACH_DEBIT,20788.05,
DEBIT,08/01/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-1563.35,ACH_DEBIT,22179.65,
DEBIT,02/27/2026,GUIDANCE RES LLC MTG PYMT   1100346061      WEB ID: 1541322890,-1641.89,ACH_DEBIT,11481.79,
DEBIT,01/02/2026,Shade            WEB PMTS   RFCD33          WEB ID: 9084434801,-1670,ACH_DEBIT,15469.86,
DEBIT,12/02/2025,Shade            WEB PMTS   MTFV23          WEB ID: 9084434801,-1670,ACH_DEBIT,12776.3,
DEBIT,11/03/2025,Shade            WEB PMTS   ZKK923          WEB ID: 9084434801,-1670,ACH_DEBIT,27834.21,
DEBIT,10/01/2025,Shade            WEB PMTS   KKNQ13          WEB ID: 9084434801,-1670,ACH_DEBIT,25950.34,
DEBIT,09/03/2025,Shade            WEB PMTS   YSN613          WEB ID: 9084434801,-1670,ACH_DEBIT,22343.39,
DEBIT,08/01/2025,Shade            WEB PMTS   80BL03          WEB ID: 9084434801,-1670,ACH_DEBIT,23743,
DEBIT,07/01/2025,Shade            WEB PMTS   NGWZZ2          WEB ID: 9084434801,-1670,ACH_DEBIT,15486.02,
DEBIT,06/03/2025,Shade            WEB PMTS   VZFGZ2          WEB ID: 9084434801,-1670,ACH_DEBIT,11613.23,
DEBIT,05/02/2025,Shade            WEB PMTS   NVYTY2          WEB ID: 9084434801,-1670,ACH_DEBIT,50239.07,
DEBIT,04/03/2025,Shade            WEB PMTS   K9J9Y2          WEB ID: 9084434801,-1670,ACH_DEBIT,46835.73,
DEBIT,03/04/2025,Shade            WEB PMTS   SX8NX2          WEB ID: 9084434801,-1670,ACH_DEBIT,45527.25,
DEBIT,02/19/2026,IRS              USATAXPYMT                 PPD ID: 3387702000,-1695,ACH_DEBIT,13092.55,
DEBIT,04/23/2026,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-1744.56,ACH_DEBIT,8732.88,
DEBIT,04/13/2026,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-1993.47,ACH_DEBIT,9664.62,
DEBIT,02/13/2026,WITHDRAWAL 02/13,-2000,MISC_DEBIT,15286.85,
DEBIT,08/18/2025,Zelle payment to NAZIRA JPM99bjx2m20,-2000,CHASE_TO_PARTNERFI,22331.96,
DEBIT,03/02/2026,BILT PAYMENT     BILTRENT   789b08d23cbf4f4 WEB ID: 9999918544,-2067,MISC_DEBIT,12289.35,
DEBIT,07/01/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-2585.06,ACH_DEBIT,17156.02,
DEBIT,06/02/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-2585.06,ACH_DEBIT,13425.08,
DEBIT,05/01/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-2585.06,ACH_DEBIT,50817.19,
DEBIT,04/01/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-2585.06,ACH_DEBIT,47437.96,
DEBIT,03/03/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-2585.06,ACH_DEBIT,47321.4,
DEBIT,02/03/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-2616.31,ACH_DEBIT,48727.66,
DEBIT,01/02/2025,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-2616.31,ACH_DEBIT,44761.48,
DEBIT,12/02/2024,GUIDANCE RES LLC MTG PYMT                   PPD ID: 1541322890,-2616.31,ACH_DEBIT,37207.51,
DEBIT,03/24/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-2819.89,ACH_DEBIT,45624.77,
DEBIT,01/23/2026,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-3594.33,ACH_DEBIT,13561.46,
DEBIT,12/08/2025,Payment to Chase card ending in 8788 12/08,-5643.04,LOAN_PMT,9822.8,
DEBIT,02/18/2025,IRS              USATAXPYMT                 PPD ID: 3387702000,-7450,ACH_DEBIT,43490.14,
DEBIT,01/03/2025,BOARD OF REGENTS UNIVERSITY                 WEB ID: 1223755714,-9914,ACH_DEBIT,38803.55,
DEBIT,05/12/2025,UNLV TELE WEB REGIS ROSE.CUMMINGS NV         05/10,-11330.87,DEBIT_CARD,41919.43,
DEBIT,02/26/2026,GUIDANCE RES LLC MTG PYMT   1100346061      WEB ID: 1541322890,-12001.69,ACH_DEBIT,10456.17,
DEBIT,11/19/2025,ONLINE DOMESTIC WIRE TRANSFER VIA: WELLS FARGO NA/121000248 A/C: GK NEVADA LLC LAS VEGAS NV 89149 US REF: VIN: 4T1G11AK3PU755739/TIME/20:51 IMAD: 1119MMQFMP2M032178 TRN: 3555365323ES 11/19,-16398.72,WIRE_OUTGOING,11741.17,
DEBIT,01/09/2026,GUIDANCE RES LLC MTG PYMT   1100346061      WEB ID: 1541322890,-22700,ACH_DEBIT,13507.55,
DEBIT,05/21/2025,Online Transfer to CHK ...5669 transaction#: 24841478878 05/21,-30000,ACCT_XFER,11220.43,
